instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
12492,2012-06-09,Summer,1,6,16,0,6,0,Clear,0.82,0.697,0.24,0.194,219,315,534,Evening Peak
12493,2012-06-09,Summer,1,6,17,0,6,0,Clear,0.84,0.7121,0.24,0.0,238,257,495,Evening Peak
12494,2012-06-09,Summer,1,6,18,0,6,0,Clear,0.82,0.697,0.24,0.2239,175,276,451,Evening Peak
12495,2012-06-09,Summer,1,6,19,0,6,0,Clear,0.8,0.697,0.29,0.1642,128,232,360,Evening Peak
12496,2012-06-09,Summer,1,6,20,0,6,0,Clear,0.76,0.6667,0.35,0.2239,125,238,363,Evening Peak
12497,2012-06-09,Summer,1,6,21,0,6,0,Clear,0.74,0.6515,0.4,0.194,105,211,316,Off-peak/Night
12498,2012-06-09,Summer,1,6,22,0,6,0,Clear,0.7,0.6515,0.58,0.1642,63,151,214,Off-peak/Night
12499,2012-06-09,Summer,1,6,23,0,6,0,Clear,0.68,0.6364,0.61,0.1642,69,161,230,Off-peak/Night
12500,2012-06-10,Summer,1,6,0,0,0,0,Clear,0.66,0.6212,0.69,0.1045,33,125,158,Off-peak/Night
12501,2012-06-10,Summer,1,6,1,0,0,0,Clear,0.64,0.6061,0.73,0.1343,32,84,116,Off-peak/Night
12502,2012-06-10,Summer,1,6,2,0,0,0,Clear,0.64,0.6061,0.69,0.1343,17,56,73,Off-peak/Night
12503,2012-06-10,Summer,1,6,3,0,0,0,Clear,0.64,0.6061,0.73,0.1045,6,23,29,Off-peak/Night
12504,2012-06-10,Summer,1,6,4,0,0,0,Clear,0.62,0.5909,0.78,0.0896,1,9,10,Off-peak/Night
12505,2012-06-10,Summer,1,6,5,0,0,0,Clear,0.62,0.6061,0.69,0.0896,3,10,13,Off-peak/Night
12506,2012-06-10,Summer,1,6,6,0,0,0,Clear,0.62,0.5909,0.73,0.0,3,27,30,Morning Peak
12507,2012-06-10,Summer,1,6,7,0,0,0,Clear,0.6,0.5758,0.78,0.1045,21,41,62,Morning Peak
12508,2012-06-10,Summer,1,6,8,0,0,0,Clear,0.64,0.6061,0.73,0.0896,59,122,181,Morning Peak
12509,2012-06-10,Summer,1,6,9,0,0,0,Clear,0.7,0.6515,0.58,0.0,91,175,266,Morning Peak
12510,2012-06-10,Summer,1,6,10,0,0,0,Clear,0.76,0.6818,0.4,0.1045,148,265,413,Morning Peak
12511,2012-06-10,Summer,1,6,11,0,0,0,Clear,0.76,0.6818,0.45,0.0896,184,315,499,Mid-day
12512,2012-06-10,Summer,1,6,12,0,0,0,Clear,0.82,0.7121,0.3,0.0,173,329,502,Mid-day
12513,2012-06-10,Summer,1,6,13,0,0,0,Clear,0.84,0.7273,0.28,0.1343,204,288,492,Mid-day
12514,2012-06-10,Summer,1,6,14,0,0,0,Clear,0.84,0.7273,0.3,0.1343,186,314,500,Mid-day
12515,2012-06-10,Summer,1,6,15,0,0,0,Clear,0.84,0.7273,0.3,0.2239,159,316,475,Mid-day
12516,2012-06-10,Summer,1,6,16,0,0,0,Clear,0.84,0.7424,0.36,0.2836,173,335,508,Evening Peak
12517,2012-06-10,Summer,1,6,17,0,0,0,Clear,0.82,0.7424,0.41,0.2836,184,337,521,Evening Peak
12518,2012-06-10,Summer,1,6,18,0,0,0,Clear,0.82,0.7273,0.38,0.2239,164,326,490,Evening Peak
12519,2012-06-10,Summer,1,6,19,0,0,0,Clear,0.82,0.7121,0.28,0.2836,115,260,375,Evening Peak
12520,2012-06-10,Summer,1,6,20,0,0,0,Clear,0.76,0.6818,0.48,0.1642,113,250,363,Evening Peak
12521,2012-06-10,Summer,1,6,21,0,0,0,Clear,0.72,0.6818,0.62,0.1642,83,170,253,Off-peak/Night
12522,2012-06-10,Summer,1,6,22,0,0,0,Clear,0.7,0.6515,0.65,0.1642,42,117,159,Off-peak/Night
12523,2012-06-10,Summer,1,6,23,0,0,0,Clear,0.72,0.6667,0.58,0.1045,30,80,110,Off-peak/Night
12524,2012-06-11,Summer,1,6,0,0,1,1,Clear,0.7,0.6515,0.65,0.1045,8,33,41,Off-peak/Night
12525,2012-06-11,Summer,1,6,1,0,1,1,Clear,0.66,0.6212,0.74,0.1642,9,15,24,Off-peak/Night
12526,2012-06-11,Summer,1,6,2,0,1,1,Clear,0.66,0.6212,0.74,0.1045,5,12,17,Off-peak/Night
12527,2012-06-11,Summer,1,6,3,0,1,1,Clear,0.64,0.5909,0.78,0.1045,2,4,6,Off-peak/Night
12528,2012-06-11,Summer,1,6,4,0,1,1,Clear,0.64,0.5909,0.78,0.1343,0,7,7,Off-peak/Night
12529,2012-06-11,Summer,1,6,5,0,1,1,Clear,0.64,0.5909,0.78,0.1343,1,36,37,Off-peak/Night
12530,2012-06-11,Summer,1,6,6,0,1,1,Clear,0.62,0.5758,0.83,0.1045,8,136,144,Morning Peak
12531,2012-06-11,Summer,1,6,7,0,1,1,Clear,0.64,0.5909,0.78,0.1045,25,478,503,Morning Peak
12532,2012-06-11,Summer,1,6,8,0,1,1,Clear,0.66,0.6212,0.74,0.1343,38,613,651,Morning Peak
12533,2012-06-11,Summer,1,6,9,0,1,1,Clear,0.7,0.6515,0.65,0.1343,57,259,316,Morning Peak
12534,2012-06-11,Summer,1,6,10,0,1,1,Clear,0.72,0.6818,0.62,0.1642,52,95,147,Morning Peak
12535,2012-06-11,Summer,1,6,11,0,1,1,Cloudy,0.76,0.6818,0.48,0.2239,59,143,202,Mid-day
12536,2012-06-11,Summer,1,6,12,0,1,1,Cloudy,0.8,0.7273,0.43,0.194,63,198,261,Mid-day
12537,2012-06-11,Summer,1,6,13,0,1,1,Cloudy,0.8,0.7121,0.41,0.2985,63,185,248,Mid-day
12538,2012-06-11,Summer,1,6,14,0,1,1,Cloudy,0.82,0.7273,0.34,0.2836,66,193,259,Mid-day
12539,2012-06-11,Summer,1,6,15,0,1,1,Clear,0.8,0.7121,0.41,0.3582,72,187,259,Mid-day
12540,2012-06-11,Summer,1,6,16,0,1,1,Cloudy,0.8,0.7121,0.41,0.4179,87,340,427,Evening Peak
12541,2012-06-11,Summer,1,6,17,0,1,1,Cloudy,0.8,0.7121,0.41,0.3582,85,715,800,Evening Peak
12542,2012-06-11,Summer,1,6,18,0,1,1,Cloudy,0.8,0.7273,0.43,0.2985,105,726,831,Evening Peak
12543,2012-06-11,Summer,1,6,19,0,1,1,Cloudy,0.76,0.6818,0.48,0.3284,89,507,596,Evening Peak
12544,2012-06-11,Summer,1,6,20,0,1,1,Cloudy,0.74,0.6667,0.48,0.2239,61,333,394,Evening Peak
12545,2012-06-11,Summer,1,6,21,0,1,1,Cloudy,0.72,0.6667,0.58,0.194,32,218,250,Off-peak/Night
12546,2012-06-11,Summer,1,6,22,0,1,1,Cloudy,0.72,0.6667,0.58,0.194,22,142,164,Off-peak/Night
12547,2012-06-11,Summer,1,6,23,0,1,1,Cloudy,0.7,0.6515,0.58,0.2239,8,72,80,Off-peak/Night
12548,2012-06-12,Summer,1,6,0,0,2,1,Cloudy,0.7,0.6515,0.58,0.2239,2,26,28,Off-peak/Night
12549,2012-06-12,Summer,1,6,1,0,2,1,Cloudy,0.68,0.6364,0.65,0.1642,5,11,16,Off-peak/Night
12550,2012-06-12,Summer,1,6,2,0,2,1,Cloudy,0.68,0.6364,0.65,0.194,0,6,6,Off-peak/Night
12551,2012-06-12,Summer,1,6,3,0,2,1,Cloudy,0.66,0.6212,0.69,0.2537,3,9,12,Off-peak/Night
12552,2012-06-12,Summer,1,6,4,0,2,1,Light Rain/Snow,0.6,0.5455,0.88,0.1642,0,4,4,Off-peak/Night
12553,2012-06-12,Summer,1,6,5,0,2,1,Light Rain/Snow,0.6,0.5455,0.88,0.1343,1,28,29,Off-peak/Night
12554,2012-06-12,Summer,1,6,6,0,2,1,Cloudy,0.6,0.5455,0.88,0.1343,6,130,136,Morning Peak
12555,2012-06-12,Summer,1,6,7,0,2,1,Light Rain/Snow,0.62,0.5606,0.88,0.2537,16,287,303,Morning Peak
12556,2012-06-12,Summer,1,6,8,0,2,1,Cloudy,0.62,0.5606,0.88,0.2239,15,598,613,Morning Peak
12557,2012-06-12,Summer,1,6,9,0,2,1,Cloudy,0.64,0.5758,0.89,0.2836,31,254,285,Morning Peak
12558,2012-06-12,Summer,1,6,10,0,2,1,Light Rain/Snow,0.64,0.5758,0.89,0.2836,29,96,125,Morning Peak
12559,2012-06-12,Summer,1,6,11,0,2,1,Light Rain/Snow,0.66,0.6061,0.83,0.3582,8,57,65,Mid-day
12560,2012-06-12,Summer,1,6,12,0,2,1,Light Rain/Snow,0.66,0.6061,0.83,0.2537,19,76,95,Mid-day
12561,2012-06-12,Summer,1,6,13,0,2,1,Light Rain/Snow,0.66,0.6061,0.83,0.194,11,48,59,Mid-day
12562,2012-06-12,Summer,1,6,14,0,2,1,Light Rain/Snow,0.64,0.5758,0.89,0.2537,12,48,60,Mid-day
12563,2012-06-12,Summer,1,6,15,0,2,1,Light Rain/Snow,0.66,0.5909,0.89,0.194,22,94,116,Mid-day
12564,2012-06-12,Summer,1,6,16,0,2,1,Cloudy,0.66,0.5909,0.89,0.2836,30,209,239,Evening Peak
12565,2012-06-12,Summer,1,6,17,0,2,1,Cloudy,0.66,0.5909,0.89,0.2836,56,625,681,Evening Peak
12566,2012-06-12,Summer,1,6,18,0,2,1,Clear,0.68,0.6364,0.83,0.194,57,596,653,Evening Peak
12567,2012-06-12,Summer,1,6,19,0,2,1,Clear,0.68,0.6364,0.83,0.194,47,444,491,Evening Peak
12568,2012-06-12,Summer,1,6,20,0,2,1,Clear,0.68,0.6364,0.83,0.194,36,350,386,Evening Peak
12569,2012-06-12,Summer,1,6,21,0,2,1,Clear,0.68,0.6364,0.83,0.1045,41,233,274,Off-peak/Night
12570,2012-06-12,Summer,1,6,22,0,2,1,Clear,0.66,0.5909,0.94,0.1045,19,188,207,Off-peak/Night
12571,2012-06-12,Summer,1,6,23,0,2,1,Light Rain/Snow,0.66,0.5909,0.94,0.2239,11,78,89,Off-peak/Night
12572,2012-06-13,Summer,1,6,0,0,3,1,Cloudy,0.66,0.5909,0.94,0.194,7,27,34,Off-peak/Night
12573,2012-06-13,Summer,1,6,1,0,3,1,Clear,0.64,0.5909,0.78,0.0,7,21,28,Off-peak/Night
12574,2012-06-13,Summer,1,6,2,0,3,1,Clear,0.62,0.5758,0.83,0.1343,0,4,4,Off-peak/Night
12575,2012-06-13,Summer,1,6,3,0,3,1,Clear,0.62,0.5758,0.83,0.194,1,7,8,Off-peak/Night
12576,2012-06-13,Summer,1,6,4,0,3,1,Clear,0.6,0.5606,0.83,0.1343,1,9,10,Off-peak/Night
12577,2012-06-13,Summer,1,6,5,0,3,1,Clear,0.6,0.5606,0.83,0.194,2,38,40,Off-peak/Night
12578,2012-06-13,Summer,1,6,6,0,3,1,Clear,0.6,0.5606,0.83,0.2239,6,188,194,Morning Peak
12579,2012-06-13,Summer,1,6,7,0,3,1,Clear,0.6,0.5606,0.83,0.2985,25,480,505,Morning Peak
12580,2012-06-13,Summer,1,6,8,0,3,1,Cloudy,0.62,0.5909,0.73,0.5224,41,672,713,Morning Peak
12581,2012-06-13,Summer,1,6,9,0,3,1,Cloudy,0.64,0.6061,0.69,0.5821,54,298,352,Morning Peak
12582,2012-06-13,Summer,1,6,10,0,3,1,Cloudy,0.64,0.6061,0.65,0.4179,64,134,198,Morning Peak
12583,2012-06-13,Summer,1,6,11,0,3,1,Cloudy,0.66,0.6212,0.54,0.4478,64,182,246,Mid-day
12584,2012-06-13,Summer,1,6,12,0,3,1,Cloudy,0.68,0.6364,0.44,0.4179,93,241,334,Mid-day
12585,2012-06-13,Summer,1,6,13,0,3,1,Cloudy,0.7,0.6364,0.45,0.3881,52,203,255,Mid-day
12586,2012-06-13,Summer,1,6,14,0,3,1,Cloudy,0.72,0.6515,0.37,0.4179,98,222,320,Mid-day
12587,2012-06-13,Summer,1,6,15,0,3,1,Clear,0.72,0.6515,0.32,0.4925,65,216,281,Mid-day
12588,2012-06-13,Summer,1,6,16,0,3,1,Clear,0.72,0.6515,0.3,0.4925,72,320,392,Evening Peak
12589,2012-06-13,Summer,1,6,17,0,3,1,Clear,0.72,0.6515,0.32,0.4925,75,782,857,Evening Peak
12590,2012-06-13,Summer,1,6,18,0,3,1,Clear,0.72,0.6515,0.32,0.4478,104,640,744,Evening Peak
12591,2012-06-13,Summer,1,6,19,0,3,1,Clear,0.7,0.6364,0.34,0.3881,123,548,671,Evening Peak
12592,2012-06-13,Summer,1,6,20,0,3,1,Clear,0.68,0.6364,0.36,0.4179,86,362,448,Evening Peak
12593,2012-06-13,Summer,1,6,21,0,3,1,Clear,0.64,0.6212,0.44,0.3582,79,317,396,Off-peak/Night
12594,2012-06-13,Summer,1,6,22,0,3,1,Clear,0.62,0.6212,0.5,0.2985,29,209,238,Off-peak/Night
12595,2012-06-13,Summer,1,6,23,0,3,1,Clear,0.62,0.6212,0.5,0.2836,25,128,153,Off-peak/Night
12596,2012-06-14,Summer,1,6,0,0,4,1,Clear,0.6,0.6212,0.53,0.2985,3,45,48,Off-peak/Night
12597,2012-06-14,Summer,1,6,1,0,4,1,Clear,0.6,0.6212,0.56,0.2239,4,17,21,Off-peak/Night
12598,2012-06-14,Summer,1,6,2,0,4,1,Cloudy,0.62,0.6212,0.53,0.2537,1,8,9,Off-peak/Night
12599,2012-06-14,Summer,1,6,3,0,4,1,Cloudy,0.62,0.6212,0.53,0.2836,1,4,5,Off-peak/Night
12600,2012-06-14,Summer,1,6,4,0,4,1,Cloudy,0.6,0.6212,0.56,0.2537,0,6,6,Off-peak/Night
12601,2012-06-14,Summer,1,6,5,0,4,1,Cloudy,0.6,0.6212,0.56,0.2537,0,40,40,Off-peak/Night
12602,2012-06-14,Summer,1,6,6,0,4,1,Clear,0.58,0.5455,0.6,0.2836,12,169,181,Morning Peak
12603,2012-06-14,Summer,1,6,7,0,4,1,Clear,0.6,0.6061,0.6,0.2836,26,480,506,Morning Peak
12604,2012-06-14,Summer,1,6,8,0,4,1,Clear,0.6,0.6061,0.64,0.3284,37,682,719,Morning Peak
12605,2012-06-14,Summer,1,6,9,0,4,1,Clear,0.62,0.6061,0.61,0.2239,45,312,357,Morning Peak
12606,2012-06-14,Summer,1,6,10,0,4,1,Clear,0.64,0.6061,0.65,0.4179,47,132,179,Morning Peak
12607,2012-06-14,Summer,1,6,11,0,4,1,Clear,0.66,0.6212,0.57,0.2537,60,168,228,Mid-day
12608,2012-06-14,Summer,1,6,12,0,4,1,Cloudy,0.66,0.6212,0.61,0.2239,55,210,265,Mid-day
12609,2012-06-14,Summer,1,6,13,0,4,1,Clear,0.68,0.6364,0.57,0.1642,71,213,284,Mid-day
12610,2012-06-14,Summer,1,6,14,0,4,1,Clear,0.7,0.6515,0.54,0.2836,84,214,298,Mid-day
12611,2012-06-14,Summer,1,6,15,0,4,1,Clear,0.74,0.6667,0.48,0.2985,111,213,324,Mid-day
12612,2012-06-14,Summer,1,6,16,0,4,1,Clear,0.72,0.6667,0.51,0.2836,70,368,438,Evening Peak
12613,2012-06-14,Summer,1,6,17,0,4,1,Clear,0.72,0.6667,0.48,0.2239,117,750,867,Evening Peak
12614,2012-06-14,Summer,1,6,18,0,4,1,Clear,0.74,0.6667,0.42,0.194,107,716,823,Evening Peak
12615,2012-06-14,Summer,1,6,19,0,4,1,Clear,0.7,0.6515,0.48,0.2537,96,483,579,Evening Peak
12616,2012-06-14,Summer,1,6,20,0,4,1,Clear,0.66,0.6212,0.65,0.2537,84,351,435,Evening Peak
12617,2012-06-14,Summer,1,6,21,0,4,1,Clear,0.64,0.6061,0.65,0.1642,67,270,337,Off-peak/Night
12618,2012-06-14,Summer,1,6,22,0,4,1,Cloudy,0.64,0.6061,0.65,0.2239,46,196,242,Off-peak/Night
12619,2012-06-14,Summer,1,6,23,0,4,1,Cloudy,0.62,0.6061,0.69,0.1642,36,136,172,Off-peak/Night
12620,2012-06-15,Summer,1,6,0,0,5,1,Clear,0.6,0.5909,0.73,0.1642,26,68,94,Off-peak/Night
12621,2012-06-15,Summer,1,6,1,0,5,1,Clear,0.58,0.5455,0.78,0.194,9,42,51,Off-peak/Night
12622,2012-06-15,Summer,1,6,2,0,5,1,Clear,0.56,0.5303,0.83,0.1045,0,15,15,Off-peak/Night
12623,2012-06-15,Summer,1,6,3,0,5,1,Clear,0.56,0.5303,0.83,0.1642,2,3,5,Off-peak/Night
12624,2012-06-15,Summer,1,6,4,0,5,1,Clear,0.56,0.5303,0.83,0.1642,1,13,14,Off-peak/Night
12625,2012-06-15,Summer,1,6,5,0,5,1,Clear,0.54,0.5152,0.88,0.1045,2,31,33,Off-peak/Night
12626,2012-06-15,Summer,1,6,6,0,5,1,Clear,0.54,0.5152,0.83,0.1343,9,142,151,Morning Peak
12627,2012-06-15,Summer,1,6,7,0,5,1,Clear,0.56,0.5303,0.83,0.1642,17,413,430,Morning Peak
12628,2012-06-15,Summer,1,6,8,0,5,1,Clear,0.6,0.5909,0.69,0.1642,44,609,653,Morning Peak
12629,2012-06-15,Summer,1,6,9,0,5,1,Clear,0.62,0.6061,0.65,0.1642,58,308,366,Morning Peak
12630,2012-06-15,Summer,1,6,10,0,5,1,Clear,0.64,0.6212,0.57,0.1642,56,160,216,Morning Peak
12631,2012-06-15,Summer,1,6,11,0,5,1,Clear,0.66,0.6212,0.5,0.194,106,180,286,Mid-day
12632,2012-06-15,Summer,1,6,12,0,5,1,Clear,0.7,0.6364,0.45,0.1642,111,292,403,Mid-day
12633,2012-06-15,Summer,1,6,13,0,5,1,Clear,0.7,0.6364,0.42,0.2537,121,272,393,Mid-day
12634,2012-06-15,Summer,1,6,14,0,5,1,Clear,0.72,0.6515,0.39,0.194,121,255,376,Mid-day
12635,2012-06-15,Summer,1,6,15,0,5,1,Clear,0.72,0.6515,0.39,0.194,107,270,377,Mid-day
12636,2012-06-15,Summer,1,6,16,0,5,1,Clear,0.72,0.6515,0.37,0.194,132,426,558,Evening Peak
12637,2012-06-15,Summer,1,6,17,0,5,1,Clear,0.74,0.6515,0.37,0.2836,125,698,823,Evening Peak
12638,2012-06-15,Summer,1,6,18,0,5,1,Clear,0.72,0.6515,0.39,0.2239,121,572,693,Evening Peak
12639,2012-06-15,Summer,1,6,19,0,5,1,Clear,0.7,0.6364,0.42,0.1642,98,369,467,Evening Peak
12640,2012-06-15,Summer,1,6,20,0,5,1,Clear,0.68,0.6364,0.44,0.194,89,296,385,Evening Peak
12641,2012-06-15,Summer,1,6,21,0,5,1,Clear,0.66,0.6212,0.5,0.1045,83,250,333,Off-peak/Night
12642,2012-06-15,Summer,1,6,22,0,5,1,Clear,0.64,0.6212,0.53,0.1343,79,242,321,Off-peak/Night
12643,2012-06-15,Summer,1,6,23,0,5,1,Clear,0.62,0.6212,0.53,0.2537,46,176,222,Off-peak/Night
12644,2012-06-16,Summer,1,6,0,0,6,0,Clear,0.58,0.5455,0.56,0.1343,25,112,137,Off-peak/Night
12645,2012-06-16,Summer,1,6,1,0,6,0,Clear,0.56,0.5303,0.56,0.0,16,79,95,Off-peak/Night
12646,2012-06-16,Summer,1,6,2,0,6,0,Clear,0.58,0.5455,0.53,0.0,12,55,67,Off-peak/Night
12647,2012-06-16,Summer,1,6,3,0,6,0,Clear,0.56,0.5303,0.6,0.0896,8,19,27,Off-peak/Night
12648,2012-06-16,Summer,1,6,4,0,6,0,Clear,0.54,0.5152,0.68,0.1343,3,5,8,Off-peak/Night
12649,2012-06-16,Summer,1,6,5,0,6,0,Clear,0.54,0.5152,0.68,0.1045,2,21,23,Off-peak/Night
12650,2012-06-16,Summer,1,6,6,0,6,0,Clear,0.54,0.5152,0.68,0.194,11,36,47,Morning Peak
12651,2012-06-16,Summer,1,6,7,0,6,0,Clear,0.54,0.5152,0.68,0.194,10,68,78,Morning Peak
12652,2012-06-16,Summer,1,6,8,0,6,0,Clear,0.58,0.5455,0.64,0.1642,47,157,204,Morning Peak
12653,2012-06-16,Summer,1,6,9,0,6,0,Clear,0.6,0.6061,0.6,0.0896,88,279,367,Morning Peak
12654,2012-06-16,Summer,1,6,10,0,6,0,Clear,0.64,0.6212,0.47,0.194,139,296,435,Morning Peak
12655,2012-06-16,Summer,1,6,11,0,6,0,Clear,0.66,0.6212,0.39,0.1642,213,353,566,Mid-day
12656,2012-06-16,Summer,1,6,12,0,6,0,Clear,0.68,0.6364,0.41,0.1045,254,349,603,Mid-day
12657,2012-06-16,Summer,1,6,13,0,6,0,Clear,0.72,0.6515,0.34,0.1642,293,324,617,Mid-day
12658,2012-06-16,Summer,1,6,14,0,6,0,Clear,0.72,0.6515,0.37,0.2239,264,309,573,Mid-day
12659,2012-06-16,Summer,1,6,15,0,6,0,Clear,0.74,0.6515,0.35,0.2537,295,288,583,Mid-day
12660,2012-06-16,Summer,1,6,16,0,6,0,Cloudy,0.72,0.6515,0.37,0.1045,238,304,542,Evening Peak
12661,2012-06-16,Summer,1,6,17,0,6,0,Cloudy,0.72,0.6515,0.37,0.2537,244,349,593,Evening Peak
12662,2012-06-16,Summer,1,6,18,0,6,0,Cloudy,0.72,0.6515,0.37,0.2239,256,315,571,Evening Peak
12663,2012-06-16,Summer,1,6,19,0,6,0,Cloudy,0.7,0.6364,0.42,0.194,184,277,461,Evening Peak
12664,2012-06-16,Summer,1,6,20,0,6,0,Cloudy,0.66,0.6212,0.47,0.194,123,229,352,Evening Peak
12665,2012-06-16,Summer,1,6,21,0,6,0,Cloudy,0.64,0.6212,0.5,0.2239,98,192,290,Off-peak/Night
12666,2012-06-16,Summer,1,6,22,0,6,0,Clear,0.62,0.6212,0.53,0.2985,91,189,280,Off-peak/Night
12667,2012-06-16,Summer,1,6,23,0,6,0,Clear,0.6,0.6212,0.53,0.2985,49,134,183,Off-peak/Night
12668,2012-06-17,Summer,1,6,0,0,0,0,Clear,0.56,0.5303,0.56,0.1343,31,117,148,Off-peak/Night
12669,2012-06-17,Summer,1,6,1,0,0,0,Clear,0.56,0.5303,0.6,0.1642,21,67,88,Off-peak/Night
12670,2012-06-17,Summer,1,6,2,0,0,0,Clear,0.56,0.5303,0.56,0.0896,19,55,74,Off-peak/Night
12671,2012-06-17,Summer,1,6,3,0,0,0,Clear,0.54,0.5152,0.64,0.1045,6,22,28,Off-peak/Night
12672,2012-06-17,Summer,1,6,4,0,0,0,Clear,0.54,0.5152,0.64,0.0896,2,16,18,Off-peak/Night
12673,2012-06-17,Summer,1,6,5,0,0,0,Clear,0.54,0.5152,0.68,0.1343,4,13,17,Off-peak/Night
12674,2012-06-17,Summer,1,6,6,0,0,0,Clear,0.52,0.5,0.72,0.1045,7,16,23,Morning Peak
12675,2012-06-17,Summer,1,6,7,0,0,0,Clear,0.52,0.5,0.72,0.0896,18,30,48,Morning Peak
12676,2012-06-17,Summer,1,6,8,0,0,0,Clear,0.56,0.5303,0.68,0.2537,24,95,119,Morning Peak
12677,2012-06-17,Summer,1,6,9,0,0,0,Clear,0.56,0.5303,0.68,0.1642,91,183,274,Morning Peak
12678,2012-06-17,Summer,1,6,10,0,0,0,Clear,0.58,0.5455,0.64,0.0,148,288,436,Morning Peak
12679,2012-06-17,Summer,1,6,11,0,0,0,Clear,0.62,0.6212,0.57,0.1045,196,350,546,Mid-day
12680,2012-06-17,Summer,1,6,12,0,0,0,Clear,0.62,0.6212,0.57,0.0,260,355,615,Mid-day
12681,2012-06-17,Summer,1,6,13,0,0,0,Clear,0.64,0.6212,0.53,0.1642,267,347,614,Mid-day
12682,2012-06-17,Summer,1,6,14,0,0,0,Clear,0.64,0.6212,0.53,0.0,255,327,582,Mid-day
12683,2012-06-17,Summer,1,6,15,0,0,0,Clear,0.66,0.6212,0.5,0.2239,203,260,463,Mid-day
12684,2012-06-17,Summer,1,6,16,0,0,0,Clear,0.66,0.6212,0.54,0.2985,240,340,580,Evening Peak
12685,2012-06-17,Summer,1,6,17,0,0,0,Clear,0.64,0.6212,0.57,0.2239,232,361,593,Evening Peak
12686,2012-06-17,Summer,1,6,18,0,0,0,Clear,0.64,0.6212,0.53,0.194,203,310,513,Evening Peak
12687,2012-06-17,Summer,1,6,19,0,0,0,Clear,0.64,0.6212,0.53,0.1642,146,244,390,Evening Peak
12688,2012-06-17,Summer,1,6,20,0,0,0,Clear,0.62,0.6212,0.57,0.194,101,201,302,Evening Peak
12689,2012-06-17,Summer,1,6,21,0,0,0,Clear,0.62,0.6212,0.57,0.194,76,170,246,Off-peak/Night
12690,2012-06-17,Summer,1,6,22,0,0,0,Clear,0.6,0.6061,0.6,0.194,55,98,153,Off-peak/Night
12691,2012-06-17,Summer,1,6,23,0,0,0,Clear,0.58,0.5455,0.64,0.194,29,79,108,Off-peak/Night
12692,2012-06-18,Summer,1,6,0,0,1,1,Clear,0.56,0.5303,0.73,0.2537,12,28,40,Off-peak/Night
12693,2012-06-18,Summer,1,6,1,0,1,1,Clear,0.54,0.5152,0.77,0.2239,9,5,14,Off-peak/Night
12694,2012-06-18,Summer,1,6,2,0,1,1,Clear,0.54,0.5152,0.77,0.2239,3,6,9,Off-peak/Night
12695,2012-06-18,Summer,1,6,3,0,1,1,Cloudy,0.52,0.5,0.83,0.2239,1,3,4,Off-peak/Night
12696,2012-06-18,Summer,1,6,4,0,1,1,Cloudy,0.54,0.5152,0.77,0.194,0,9,9,Off-peak/Night
12697,2012-06-18,Summer,1,6,5,0,1,1,Light Rain/Snow,0.52,0.5,0.83,0.1343,1,22,23,Off-peak/Night
12698,2012-06-18,Summer,1,6,6,0,1,1,Light Rain/Snow,0.52,0.5,0.88,0.1343,0,37,37,Morning Peak
12699,2012-06-18,Summer,1,6,7,0,1,1,Light Rain/Snow,0.52,0.5,0.94,0.2239,10,135,145,Morning Peak
12700,2012-06-18,Summer,1,6,8,0,1,1,Cloudy,0.54,0.5152,0.83,0.194,27,447,474,Morning Peak
12701,2012-06-18,Summer,1,6,9,0,1,1,Cloudy,0.54,0.5152,0.83,0.2239,28,222,250,Morning Peak
12702,2012-06-18,Summer,1,6,10,0,1,1,Light Rain/Snow,0.54,0.5152,0.88,0.1045,13,78,91,Morning Peak
12703,2012-06-18,Summer,1,6,11,0,1,1,Cloudy,0.54,0.5152,0.88,0.1642,25,96,121,Mid-day
12704,2012-06-18,Summer,1,6,12,0,1,1,Light Rain/Snow,0.56,0.5303,0.78,0.1343,29,139,168,Mid-day
12705,2012-06-18,Summer,1,6,13,0,1,1,Cloudy,0.58,0.5455,0.73,0.1343,51,174,225,Mid-day
12706,2012-06-18,Summer,1,6,14,0,1,1,Cloudy,0.58,0.5455,0.68,0.194,59,160,219,Mid-day
12707,2012-06-18,Summer,1,6,15,0,1,1,Cloudy,0.6,0.5909,0.69,0.194,61,176,237,Mid-day
12708,2012-06-18,Summer,1,6,16,0,1,1,Cloudy,0.6,0.5909,0.73,0.194,53,279,332,Evening Peak
12709,2012-06-18,Summer,1,6,17,0,1,1,Cloudy,0.6,0.5909,0.73,0.194,54,669,723,Evening Peak
12710,2012-06-18,Summer,1,6,18,0,1,1,Cloudy,0.62,0.6061,0.69,0.1642,47,595,642,Evening Peak
12711,2012-06-18,Summer,1,6,19,0,1,1,Cloudy,0.62,0.5909,0.73,0.0896,52,411,463,Evening Peak
12712,2012-06-18,Summer,1,6,20,0,1,1,Cloudy,0.62,0.5909,0.73,0.1343,45,317,362,Evening Peak
12713,2012-06-18,Summer,1,6,21,0,1,1,Cloudy,0.62,0.5909,0.73,0.1045,35,238,273,Off-peak/Night
12714,2012-06-18,Summer,1,6,22,0,1,1,Cloudy,0.62,0.5909,0.73,0.1642,21,143,164,Off-peak/Night
